UF;Municipio; Populacao 
MG;Poço Fundo;16.900
MG;Poços de Caldas;169.838
MG;Pocrane;8.288
MG;Pompéu;32.248
MG;Ponte Nova;60.003
MG;Ponto Chique;4.305
MG;Ponto dos Volantes;12.235
MG;Porteirinha;37.823
MG;Porto Firme;11.414
MG;Poté;16.675
MG;Pouso Alegre;154.293
MG;Pouso Alto;5.862
MG;Prados;9.128
MG;Prata;28.173
MG;Pratápolis;8.530
MG;Pratinha;3.658
MG;Presidente Bernardes;5.315
MG;Presidente Juscelino;3.572
MG;Presidente Kubitschek;3.000
MG;Presidente Olegário;19.680
MG;Alto Jequitibá;8.286
MG;Prudente de Morais;10.931
MG;Quartel Geral;3.603
MG;Queluzito;1.948
MG;Raposos;16.501
MG;Raul Soares;23.663
MG;Recreio;10.522
MG;Reduto;7.247
MG;Resende Costa;11.578
MG;Resplendor;17.396
MG;Ressaquinha;4.826
MG;Riachinho;8.132
MG;Riacho dos Machados;9.471
MG;Ribeirão das Neves;341.415
MG;Ribeirão Vermelho;4.061
MG;Rio Acima;10.524
MG;Rio Casca;13.384
MG;Rio Doce;2.630
MG;Rio do Prado;5.117
MG;Rio Espera;5.332
MG;Rio Manso;5.924
MG;Rio Novo;8.964
MG;Rio Paranaíba;12.356
MG;Rio Pardo de Minas;31.171
MG;Rio Piracicaba;14.325
MG;Rio Pomba;18.007
MG;Rio Preto;5.493
MG;Rio Vermelho;12.635
MG;Ritápolis;4.521
MG;Rochedo de Minas;2.335
MG;Rodeiro;8.333
MG;Romaria;3.507
MG;Rosário da Limeira;4.648
MG;Rubelita;5.609
MG;Rubim;10.269
MG;Sabará;137.877
MG;Sabinópolis;15.364
MG;Sacramento;26.556
MG;Salinas;41.864
MG;Salto da Divisa;7.014
MG;Santa Bárbara;31.873
MG;Santa Bárbara do Leste;8.212
MG;Santa Bárbara do Monte Verde;3.212
MG;Santa Bárbara do Tugúrio;4.385
MG;Santa Cruz de Minas;8.723
MG;Santa Cruz de Salinas;4.074
MG;Santa Cruz do Escalvado;4.693
MG;Santa Efigênia de Minas;4.354
MG;Santa Fé de Minas;3.806
MG;Santa Helena de Minas;6.406
MG;Santa Juliana;14.497
MG;Santa Luzia;221.705
MG;Santa Margarida;16.393
MG;Santa Maria de Itabira;10.867
MG;Santa Maria do Salto;5.203
MG;Santa Maria do Suaçuí;14.607
MG;Santana da Vargem;7.047
MG;Santana de Cataguases;3.909
MG;Santana de Pirapama;7.538
MG;Santana do Deserto;3.985
MG;Santana do Garambéu;2.494
MG;Santana do Jacaré;4.847
MG;Santana do Manhuaçu;8.660
MG;Santana do Paraíso;36.048
MG;Santana do Riacho;4.334
MG;Santana dos Montes;3.753
MG;Santa Rita de Caldas;8.900
MG;Santa Rita de Jacutinga;4.843
MG;Santa Rita de Minas;7.322
MG;Santa Rita de Ibitipoca;3.380
MG;Santa Rita do Itueto;5.426
MG;Santa Rita do Sapucaí;44.226
MG;Santa Rosa da Serra;3.364
MG;Santa Vitória;19.997
MG;Santo Antônio do Amparo;18.697
MG;Santo Antônio do Aventureiro;3.602
MG;Santo Antônio do Grama;3.861
MG;Santo Antônio do Itambé;3.763
MG;Santo Antônio do Jacinto;11.570
MG;Santo Antônio do Monte;28.603
MG;Santo Antônio do Retiro;7.316
MG;Santo Antônio do Rio Abaixo;1.756
MG;Santo Hipólito;3.044
MG;Santos Dumont;46.357
MG;São Bento Abade;5.411
MG;São Brás do Suaçuí;3.770
MG;São Domingos das Dores;5.672
MG;São Domingos do Prata;17.296
MG;São Félix de Minas;3.354
MG;São Francisco;56.625
MG;São Francisco de Paula;6.512
MG;São Francisco de Sales;6.309
MG;São Francisco do Glória;4.758
MG;São Geraldo;12.751
MG;São Geraldo da Piedade;3.860
MG;São Geraldo do Baixio;4.104
MG;São Gonçalo do Abaeté;8.527
MG;São Gonçalo do Pará;12.776
MG;São Gonçalo do Rio Abaixo;11.114
MG;São Gonçalo do Sapucaí;25.670
MG;São Gotardo;36.084
MG;São João Batista do Glória;7.541
MG;São João da Lagoa;4.949
MG;São João da Mata;2.743
MG;São João da Ponte;25.033
MG;São João das Missões;13.232
MG;São João del Rei;90.897
MG;São João do Manhuaçu;11.785
MG;São João do Manteninha;5.975
MG;São João do Oriente;7.393
MG;São João do Pacuí;4.476
MG;São João do Paraíso;23.797
MG;São João Evangelista;15.761
MG;São João Nepomuceno;26.530
MG;São Joaquim de Bicas;32.696
MG;São José da Barra;7.532
MG;São José da Lapa;24.490
MG;São José da Safira;4.291
MG;São José da Varginha;5.151
MG;São José do Alegre;4.222
MG;São José do Divino;3.851
MG;São José do Goiabal;5.356
MG;São José do Jacuri;6.409
MG;São José do Mantimento;2.821
MG;São Lourenço;46.539
MG;São Miguel do Anta;6.949
MG;São Pedro da União;4.563
MG;São Pedro dos Ferros;7.634
MG;São Pedro do Suaçuí;5.160
MG;São Romão;12.713
MG;São Roque de Minas;7.100
MG;São Sebastião da Bela Vista;5.598
MG;São Sebastião da Vargem Alegre;3.039
MG;São Sebastião do Anta;6.697
MG;São Sebastião do Maranhão;9.884
MG;São Sebastião do Oeste;6.948
MG;São Sebastião do Paraíso;71.915
MG;São Sebastião do Rio Preto;1.478
MG;São Sebastião do Rio Verde;2.259
MG;São Tiago;10.979
MG;São Tomás de Aquino;6.980
MG;São Tomé das Letras;7.151
MG;São Vicente de Minas;7.876
MG;Sapucaí-Mirim;7.045
MG;Sardoá;6.421
MG;Sarzedo;34.050
MG;Setubinha;12.493
MG;Sem-Peixe;2.579
MG;Senador Amaral;5.365
MG;Senador Cortes;2.001
MG;Senador Firmino;7.902
MG;Senador José Bento;1.422
MG;Senador Modestino Gonçalves;4.056
MG;Senhora de Oliveira;5.786
MG;Senhora do Porto;3.516
MG;Senhora dos Remédios;10.474
MG;Sericita;7.340
MG;Seritinga;1.857
MG;Serra Azul de Minas;4.292
MG;Serra da Saudade;771
MG;Serra dos Aimorés;8.725
MG;Serra do Salitre;11.750
MG;Serrania;7.667
MG;Serranópolis de Minas;4.836
MG;Serranos;1.949
MG;Serro;20.915
MG;Sete Lagoas;243.950
MG;Silveirânia;2.267
MG;Silvianópolis;6.258
MG;Simão Pereira;2.621
MG;Simonésia;19.834
MG;Sobrália;5.476
MG;Soledade de Minas;6.226
MG;Tabuleiro;3.669
MG;Taiobeiras;34.653
MG;Taparuba;3.093
MG;Tapira;4.890
MG;Tapiraí;1.869
MG;Taquaraçu de Minas;4.120
MG;Tarumirim;14.280
MG;Teixeiras;11.680
MG;Teófilo Otoni;141.269
MG;Timóteo;91.268
MG;Tiradentes;8.160
MG;Tiros;6.369
MG;Tocantins;16.769
MG;Tocos do Moji;4.117
MG;Toledo;6.336
MG;Tombos;7.683
MG;Três Corações;80.561
MG;Três Marias;33.062
MG;Três Pontas;57.127
MG;Tumiritinga;6.797
MG;Tupaciguara;25.466
MG;Turmalina;20.280
MG;Turvolândia;5.099
MG;Ubá;117.995
MG;Ubaí;12.661
MG;Ubaporanga;12.514
MG;Uberaba;340.277
MG;Uberlândia;706.597
MG;Umburatiba;2.582
MG;Unaí;85.461
MG;União de Minas;4.265
MG;Uruana de Minas;3.256
MG;Urucânia;10.333
MG;Urucuia;17.470
MG;Vargem Alegre;6.460
MG;Vargem Bonita;2.143
MG;Vargem Grande do Rio Pardo;5.045
MG;Varginha;137.608
MG;Varjão de Minas;7.235
MG;Várzea da Palma;40.101
MG;Varzelândia;19.290
MG;Vazante;20.692
MG;Verdelândia;9.527
MG;Veredinha;5.733
MG;Veríssimo;4.090
MG;Vermelho Novo;4.852
MG;Vespasiano;131.849
MG;Viçosa;79.910
MG;Vieiras;3.570
MG;Mathias Lobato;3.157
MG;Virgem da Lapa;13.729
MG;Virgínia;8.652
MG;Virginópolis;10.459
MG;Virgolândia;5.303
MG;Visconde do Rio Branco;43.351
MG;Volta Grande;5.270
MG;Wenceslau Braz;2.543
ES;Afonso Cláudio;30.326
ES;Águia Branca;9.621
ES;Água Doce do Norte;10.801
ES;Alegre;29.869
ES;Alfredo Chaves;14.670
ES;Alto Rio Novo;7.911
ES;Anchieta;30.285
ES;Apiacá;7.542
ES;Aracruz;104.942
ES;Atílio Vivácqua;12.270
ES;Baixo Guandu;31.263
ES;Barra de São Francisco;45.301
ES;Boa Esperança;15.146
ES;Bom Jesus do Norte;9.988
ES;Brejetuba;12.450
ES;Cachoeiro de Itapemirim;212.172
ES;Cariacica;386.495
ES;Castelo;37.956
ES;Colatina;124.283
ES;Conceição da Barra;31.479
ES;Conceição do Castelo;12.887
ES;Divino de São Lourenço;4.236
ES;Domingos Martins;34.120
ES;Dores do Rio Preto;6.793
ES;Ecoporanga;22.748
ES;Fundão;22.379
ES;Governador Lindenberg;13.047
ES;Guaçuí;31.372
ES;Guarapari;128.504
ES;Ibatiba;26.762
ES;Ibiraçu;12.701
ES;Ibitirama;8.830
ES;Iconha;14.083
ES;Irupi;13.672
ES;Itaguaçu;13.982
ES;Itapemirim;34.957
ES;Itarana;10.433
ES;Iúna;29.417
ES;Jaguaré;31.589
ES;Jerônimo Monteiro;12.336
ES;João Neiva;16.774
ES;Laranja da Terra;10.919
ES;Linhares;179.755
ES;Mantenópolis;15.653
ES;Marataízes;39.259
ES;Marechal Floriano;17.141
ES;Marilândia;13.091
ES;Mimoso do Sul;26.079
ES;Montanha;18.954
ES;Mucurici;5.468
ES;Muniz Freire;17.176
ES;Muqui;15.602
ES;Nova Venécia;50.751
ES;Pancas;23.426
ES;Pedro Canário;26.575
ES;Pinheiros;27.601
ES;Piúma;22.388
ES;Ponto Belo;8.016
ES;Presidente Kennedy;11.741
ES;Rio Bananal;19.398
ES;Rio Novo do Sul;11.630
ES;Santa Leopoldina;12.171
ES;Santa Maria de Jetibá;41.588
ES;Santa Teresa;23.853
ES;São Domingos do Norte;8.735
ES;São Gabriel da Palha;39.085
ES;São José do Calçado;10.536
ES;São Mateus;134.629
ES;São Roque do Canaã;12.602
ES;Serra;536.765
ES;Sooretama;31.278
ES;Vargem Alta;21.778
ES;Venda Nova do Imigrante;26.204
ES;Viana;80.735
ES;Vila Pavão;9.280
ES;Vila Valério;14.065
ES;Vila Velha;508.655
ES;Vitória;369.534
RJ;Angra dos Reis;210.171
RJ;Aperibé;12.036
RJ;Araruama;136.109
RJ;Areal;12.763
RJ;Armação dos Búzios;35.060
RJ;Arraial do Cabo;30.827
RJ;Barra do Piraí;101.139
RJ;Barra Mansa;185.237
RJ;Belford Roxo;515.239
RJ;Bom Jardim;27.779
RJ;Bom Jesus do Itabapoana;37.306
RJ;Cabo Frio;234.077
RJ;Cachoeiras de Macacu;59.652
RJ;Cambuci;15.521
RJ;Carapebus;16.859
RJ;Comendador Levy Gasparian;8.590
RJ;Campos dos Goytacazes;514.643
RJ;Cantagalo;20.163
RJ;Cardoso Moreira;12.818
RJ;Carmo;19.161
RJ;Casimiro de Abreu;45.864
RJ;Conceição de Macabu;23.561
RJ;Cordeiro;22.152
RJ;Duas Barras;11.563
RJ;Duque de Caxias;929.449
RJ;Engenheiro Paulo de Frontin;14.138
RJ;Guapimirim;62.225
RJ;Iguaba Grande;29.344
RJ;Itaboraí;244.416
RJ;Itaguaí;136.547
RJ;Italva;15.387
RJ;Itaocara;23.211
RJ;Itaperuna;104.354
RJ;Itatiaia;32.312
RJ;Japeri;106.296
RJ;Laje do Muriaé;7.298
RJ;Macaé;266.136
RJ;Macuco;5.646
RJ;Magé;247.741
RJ;Mangaratiba;45.941
RJ;Maricá;167.668
RJ;Mendes;18.681
RJ;Mesquita;177.016
RJ;Miguel Pereira;25.622
RJ;Miracema;27.134
RJ;Natividade;15.305
RJ;Nilópolis;162.893
RJ;Niterói;516.981
RJ;Nova Friburgo;191.664
RJ;Nova Iguaçu;825.388
RJ;Paracambi;53.093
RJ;Paraíba do Sul;44.741
RJ;Paraty;44.175
RJ;Paty do Alferes;27.942
RJ;Petrópolis;307.144
RJ;Pinheiral;25.563
RJ;Piraí;29.802
RJ;Porciúncula;19.068
RJ;Porto Real;20.254
RJ;Quatis;14.562
RJ;Queimados;152.311
RJ;Quissamã;25.535
RJ;Resende;133.244
RJ;Rio Bonito;60.930
RJ;Rio Claro;18.677
RJ;Rio das Flores;9.401
RJ;Rio das Ostras;159.529
RJ;Rio de Janeiro;6.775.561
RJ;Santa Maria Madalena;10.380
RJ;Santo Antônio de Pádua;42.705
RJ;São Francisco de Itabapoana;42.214
RJ;São Fidélis;38.749
RJ;São Gonçalo;1.098.357
RJ;São João da Barra;36.731
RJ;São João de Meriti;473.385
RJ;São José de Ubá;7.240
RJ;São José do Vale do Rio Preto;22.032
RJ;São Pedro da Aldeia;107.556
RJ;São Sebastião do Alto;9.416
RJ;Sapucaia;18.270
RJ;Saquarema;91.938
RJ;Seropédica;83.841
RJ;Silva Jardim;21.775
RJ;Sumidouro;15.709
RJ;Tanguá;34.898
RJ;Teresópolis;185.820
RJ;Trajano de Moraes;10.653
RJ;Três Rios;82.468
RJ;Valença;77.202
RJ;Varre-Sai;11.208
RJ;Vassouras;37.262
RJ;Volta Redonda;274.925
SP;Adamantina;35.153
SP;Adolfo;3.545
SP;Aguaí;36.981
SP;Águas da Prata;8.262
SP;Águas de Lindóia;18.908
SP;Águas de Santa Bárbara;6.142
SP;Águas de São Pedro;3.588
SP;Agudos;37.582
SP;Alambari;6.231
SP;Alfredo Marcondes;4.201
SP;Altair;4.211
SP;Altinópolis;16.221
SP;Alto Alegre;4.078
SP;Alumínio;18.903
SP;Álvares Florence;3.616
SP;Álvares Machado;25.078
SP;Álvaro de Carvalho;5.320
SP;Alvinlândia;3.251
SP;Americana;244.370
SP;Américo Brasiliense;41.545
SP;Américo de Campos;5.993
SP;Amparo;73.145
SP;Analândia;5.115
SP;Andradina;57.245
SP;Angatuba;25.724
SP;Anhembi;6.911
SP;Anhumas;4.172
SP;Aparecida;36.211
SP;Aparecida d'Oeste;4.122
SP;Apiaí;24.081
SP;Araçariguama;23.343
SP;Araçatuba;199.210
SP;Araçoiaba da Serra;35.389
SP;Aramina;5.689
SP;Arandu;6.373
SP;Arapeí;2.452
SP;Araraquara;240.542
SP;Araras;136.739
SP;Arco-Íris;1.755
SP;Arealva;8.665
SP;Areias;3.906
SP;Areiópolis;11.186
SP;Ariranha;9.851
SP;Artur Nogueira;56.247
SP;Arujá;92.453
SP;Aspásia;1.815
SP;Assis;105.768
SP;Atibaia;145.378
SP;Auriflama;15.316
SP;Avaí;5.467
SP;Avanhandava;14.063
SP;Avaré;91.792
SP;Bady Bassitt;18.013
SP;Balbinos;6.127
SP;Bálsamo;9.209
SP;Bananal;11.039
SP;Barão de Antonina;3.525
SP;Barbosa;7.532
SP;Bariri;35.844
SP;Barra Bonita;36.125
SP;Barra do Chapéu;5.794
SP;Barra do Turvo;7.606
SP;Barretos;123.546
SP;Barrinha;33.537
SP;Barueri;279.704
SP;Bastos;20.952
SP;Batatais;63.438
SP;Bauru;381.706
SP;Bebedouro;77.612
SP;Bento de Abreu;3.028
SP;Bernardino de Campos;11.168
SP;Bertioga;66.154
SP;Bilac;8.197
SP;Birigui;126.094
SP;Biritiba Mirim;33.265
SP;Boa Esperança do Sul;15.111
SP;Bocaina;12.571
SP;Bofete;12.107
SP;Boituva;63.310
SP;Bom Jesus dos Perdões;26.506
SP;Bom Sucesso de Itararé;4.013
SP;Borá;839
SP;Boracéia;4.913
SP;Borborema;16.278
SP;Borebi;2.713
SP;Botucatu;149.718
SP;Bragança Paulista;172.346
SP;Braúna;5.795
SP;Brejo Alegre;2.911
SP;Brodowski;25.605
SP;Brotas;24.862
SP;Buri;20.050
SP;Buritama;17.414
SP;Buritizal;4.547
SP;Cabrália Paulista;4.222
SP;Cabreúva;51.130
SP;Caçapava;95.752
SP;Cachoeira Paulista;33.827
SP;Caconde;19.031
SP;Cafelândia;17.917
SP;Caiabu;4.195
SP;Caieiras;104.044
SP;Caiuá;6.017
SP;Cajamar;79.034
SP;Cajati;28.441
SP;Cajobi;10.649
SP;Cajuru;26.613
SP;Campina do Monte Alegre;6.088
SP;Campinas;1.223.237
SP;Campo Limpo Paulista;86.407
SP;Campos do Jordão;52.713
SP;Campos Novos Paulista;5.028
SP;Cananéia;12.542
SP;Canas;5.268
SP;Cândido Mota;31.410
SP;Cândido Rodrigues;2.805
SP;Canitar;5.365
SP;Capão Bonito;47.098
SP;Capela do Alto;21.257
SP;Capivari;56.973
SP;Caraguatatuba;125.194
SP;Carapicuíba;405.375
SP;Cardoso;12.371
SP;Casa Branca;30.655
SP;Cássia dos Coqueiros;2.488
SP;Castilho;21.521
SP;Catanduva;123.114
SP;Catiguá;7.905
SP;Cedral;9.452
SP;Cerqueira César;20.391
SP;Cerquilho;50.631
SP;Cesário Lange;18.595
SP;Charqueada;17.539
SP;Clementina;8.894
SP;Colina;18.601
SP;Colômbia;6.223
SP;Conchal;28.491
SP;Conchas;18.138
SP;Cordeirópolis;25.116
SP;Coroados;6.197
SP;Coronel Macedo;4.591
SP;Corumbataí;4.072
SP;Cosmópolis;74.662
SP;Cosmorama;7.289
SP;Cotia;257.882
SP;Cravinhos;35.858
SP;Cristais Paulista;8.803
SP;Cruzália;2.021
SP;Cruzeiro;82.895
SP;Cubatão;132.521
SP;Cunha;21.373
SP;Descalvado;34.097
SP;Diadema;429.550
SP;Dirce Reis;1.805
SP;Divinolândia;11.027
SP;Dobrada;9.088
SP;Dois Córregos;27.704
SP;Dolcinópolis;2.108
SP;Dourado;8.883
SP;Dracena;47.287
SP;Duartina;12.421
SP;Dumont;10.174
SP;Echaporã;6.026
SP;Eldorado;15.592
SP;Elias Fausto;18.095
SP;Elisiário;3.742
SP;Embaúba;2.446
SP;Embu das Artes;279.264
SP;Embu-Guaçu;70.402
SP;Emilianópolis;3.238
SP;Engenheiro Coelho;21.712
SP;Espírito Santo do Pinhal;44.607
SP;Espírito Santo do Turvo;4.926
SP;Estrela d'Oeste;8.420
SP;Estrela do Norte;2.774
SP;Euclides da Cunha Paulista;9.280
SP;Fartura;16.102
SP;Fernandópolis;69.680
SP;Fernando Prestes;5.805
SP;Fernão;1.739
SP;Ferraz de Vasconcelos;198.661
SP;Flora Rica;1.397
SP;Floreal;2.884
SP;Flórida Paulista;14.936
SP;Florínea;2.631
SP;Franca;358.539
SP;Francisco Morato;179.372
SP;Franco da Rocha;158.438
SP;Gabriel Monteiro;2.776
SP;Gália;6.419
SP;Garça;44.429
SP;Gastão Vidigal;4.911
SP;Gavião Peixoto;4.841
SP;General Salgado;10.855
SP;Getulina;11.485
SP;Glicério;4.842
SP;Guaiçara;12.416
SP;Guaimbê;5.806
SP;Guaíra;41.283
SP;Guapiaçu;22.087
SP;Guapiara;16.896
SP;Guará;21.394
SP;Guaraçaí;8.258
SP;Guaraci;11.382
SP;Guarani d'Oeste;1.996
SP;Guarantã;6.685
SP;Guararapes;33.257
SP;Guararema;30.465
SP;Guaratinguetá;123.192
SP;Guareí;19.244
SP;Guariba;40.857
SP;Guarujá;324.977
SP;Guarulhos;1.404.694
SP;Guatapará;7.760
SP;Guzolândia;5.346
SP;Herculândia;9.649
SP;Holambra;15.605
SP;Hortolândia;237.570
SP;Iacanga;12.002
SP;Iacri;6.269
SP;Iaras;9.786
SP;Ibaté;35.830
SP;Ibirá;12.639
SP;Ibirarema;7.926
SP;Ibitinga;61.150
SP;Ibiúna;80.062
SP;Icém;8.363
SP;Iepê;8.228
SP;Igaraçu do Tietê;24.821
SP;Igarapava;30.791
SP;Igaratá;9.631
SP;Iguape;31.117
SP;Ilhabela;36.194
SP;Ilha Comprida;11.552
SP;Ilha Solteira;26.886
SP;Indaiatuba;260.690
SP;Indiana;4.873
SP;Indiaporã;3.876
SP;Inúbia Paulista;4.045
SP;Ipaussu;15.165
SP;Iperó;38.771
SP;Ipeúna;7.824
SP;Ipiguá;5.557
SP;Iporanga;4.180
SP;Ipuã;16.794
SP;Iracemápolis;24.982
SP;Irapuã;8.101
SP;Irapuru;8.356
SP;Itaberá;17.405
SP;Itaí;27.632
SP;Itajobi;15.331
SP;Itaju;3.937
SP;Itanhaém;104.351
SP;Itaoca;3.332
SP;Itapecerica da Serra;179.574
SP;Itapetininga;167.106
SP;Itapeva;95.241
SP;Itapevi;244.131
SP;Itapira;75.683
SP;Itapirapuã Paulista;4.294
SP;Itápolis;43.536
SP;Itaporanga;15.197
SP;Itapuí;14.297
SP;Itapura;4.994
SP;Itaquaquecetuba;379.082
SP;Itararé;50.778
SP;Itariri;17.754
SP;Itatiba;124.254
SP;Itatinga;21.139
SP;Itirapina;18.610
SP;Itirapuã;6.587
SP;Itobi;7.862
SP;Itu;177.150
SP;Itupeva;64.330
SP;Ituverava;42.259
SP;Jaborandi;6.963
SP;Jaboticabal;78.029
SP;Jacareí;237.119
SP;Jaci;7.322
SP;Jacupiranga;17.911
SP;Jaguariúna;59.921
SP;Jales;49.291
SP;Jambeiro;6.828
SP;Jandira;127.734
SP;Jardinópolis;45.544
SP;Jarinu;31.173
SP;Jaú;153.463
SP;Jeriquara;3.143
SP;Joanópolis;13.453
SP;João Ramalho;4.577
SP;José Bonifácio;37.707
SP;Júlio Mesquita;4.824
SP;Jumirim;3.467
SP;Jundiaí;426.935
SP;Junqueirópolis;20.978
SP;Juquiá;18.627
SP;Juquitiba;31.844
SP;Lagoinha;4.882
SP;Laranjal Paulista;29.047
SP;Lavínia;12.581
SP;Lavrinhas;7.361
SP;Leme;105.273
SP;Lençóis Paulista;69.533
SP;Limeira;310.783
SP;Lindóia;8.201
SP;Lins;78.978
SP;Lorena;89.532
SP;Lourdes;2.311
SP;Louveira;51.007
SP;Lucélia;22.022
SP;Lucianópolis;2.412
SP;Luís Antônio;15.628
SP;Luiziânia;5.918
SP;Lupércio;4.608
SP;Lutécia;2.623
SP;Macatuba;17.263
SP;Macaubal;8.174
SP;Macedônia;3.686
SP;Magda;3.086
SP;Mairinque;47.723
SP;Mairiporã;103.645
SP;Manduri;9.972
SP;Marabá Paulista;6.039
SP;Maracaí;14.069
SP;Marapoama;3.097
SP;Mariápolis;4.098
SP;Marília;242.249
SP;Marinópolis;2.101
SP;Martinópolis;26.791
SP;Matão;84.069
SP;Mauá;481.725
SP;Mendonça;5.638
SP;Meridiano;3.813
SP;Mesópolis;1.903
SP;Miguelópolis;22.480
SP;Mineiros do Tietê;13.023
SP;Miracatu;19.511
SP;Mira Estrela;3.125
SP;Mirandópolis;29.844
SP;Mirante do Paranapanema;18.415
SP;Mirassol;60.768
SP;Mirassolândia;4.966
SP;Mococa;69.072
SP;Mogi das Cruzes;455.587
SP;Mogi Guaçu;154.146
SP;Mogi Mirim;94.098
SP;Mombuca;3.523
SP;Monções;2.274
SP;Mongaguá;58.567
SP;Monte Alegre do Sul;8.181
SP;Monte Alto;51.039
SP;Monte Aprazível;25.651
SP;Monte Azul Paulista;18.928
SP;Monte Castelo;4.166
SP;Monteiro Lobato;4.739
SP;Monte Mor;61.707
SP;Morro Agudo;33.598
SP;Morungaba;13.936
SP;Motuca;4.831
SP;Murutinga do Sul;4.525
SP;Nantes;3.215
SP;Narandiba;4.950
SP;Natividade da Serra;6.624
SP;Nazaré Paulista;18.866
SP;Neves Paulista;8.917
SP;Nhandeara;11.575
SP;Nipoã;5.381
SP;Nova Aliança;7.161
SP;Nova Campina;9.962
SP;Nova Canaã Paulista;1.824
SP;Nova Castilho;1.290
SP;Nova Europa;11.519
SP;Nova Granada;21.871
SP;Nova Guataporanga;2.333
SP;Nova Independência;4.135
SP;Novais;6.057
SP;Nova Luzitânia;4.217
SP;Nova Odessa;61.716
SP;Novo Horizonte;41.765
SP;Nuporanga;7.522
SP;Ocauçu;4.294
SP;Óleo;2.447
SP;Olímpia;55.477
SP;Onda Verde;4.462
SP;Oriente;6.569
SP;Orindiúva;7.318
SP;Orlândia;44.682
SP;Osasco;701.428
SP;Oscar Bressane;2.603
SP;Osvaldo Cruz;33.118
SP;Ourinhos;115.139
SP;Ouroeste;10.712
SP;Ouro Verde;8.676
SP;Pacaembu;14.326
SP;Palestina;13.285
SP;Palmares Paulista;13.691
SP;Palmeira d'Oeste;9.173
SP;Palmital;22.322
SP;Panorama;15.944
SP;Paraguaçu Paulista;46.180
SP;Paraibuna;18.302
SP;Paraíso;6.536
SP;Paranapanema;20.588
SP;Paranapuã;4.112
SP;Parapuã;10.934
SP;Pardinho;6.579
SP;Pariquera-Açu;19.797
SP;Parisi;2.177
SP;Patrocínio Paulista;14.941
SP;Paulicéia;7.540
SP;Paulínia;114.508
SP;Paulistânia;1.835
SP;Paulo de Faria;8.973
SP;Pederneiras;47.523
SP;Pedra Bela;6.127
SP;Pedranópolis;2.468
SP;Pedregulho;16.876
SP;Pedreira;48.992
SP;Pedrinhas Paulista;3.109
SP;Pedro de Toledo;11.507
SP;Penápolis;64.098
SP;Pereira Barreto;25.685
SP;Pereiras;8.875
SP;Peruíbe;69.697
SP;Piacatu;6.093
SP;Piedade;55.731
SP;Pilar do Sul;29.612
SP;Pindamonhangaba;171.885
SP;Pindorama;17.378
SP;Pinhalzinho;15.564
SP;Piquerobi;3.706
SP;Piquete;13.495
SP;Piracaia;27.617
SP;Piracicaba;410.275
SP;Piraju;29.930
SP;Pirajuí;25.939
SP;Pirangi;11.524
SP;Pirapora do Bom Jesus;19.453
SP;Pirapozinho;27.974
SP;Pirassununga;77.330
SP;Piratininga;13.890
SP;Pitangueiras;40.430
SP;Planalto;5.370
SP;Platina;3.606
SP;Poá;119.221
SP;Poloni;6.166
SP;Pompéia;22.326
SP;Pongaí;3.385
SP;Pontal;51.717
SP;Pontalinda;4.719
SP;Pontes Gestal;2.576
SP;Populina;4.136
SP;Porangaba;10.205
SP;Porto Feliz;53.698
SP;Porto Ferreira;56.848
SP;Potim;25.603
SP;Potirendaba;17.668
SP;Pracinha;4.327
SP;Pradópolis;22.239
SP;Praia Grande;336.454
SP;Pratânia;5.371
SP;Presidente Alves;4.067
SP;Presidente Bernardes;12.943
SP;Presidente Epitácio;44.572
SP;Presidente Prudente;231.953
SP;Presidente Venceslau;39.648
SP;Promissão;41.211
SP;Quadra;3.902
SP;Quatá;14.309
SP;Queiroz;3.513
SP;Queluz;13.788
SP;Quintana;6.736
SP;Rafard;9.126
SP;Rancharia;29.743
SP;Redenção da Serra;3.827
SP;Regente Feijó;20.523
SP;Reginópolis;10.047
SP;Registro;56.463
SP;Restinga;7.762
SP;Ribeira;3.320
SP;Ribeirão Bonito;13.376
SP;Ribeirão Branco;15.984
SP;Ribeirão Corrente;4.786
SP;Ribeirão do Sul;4.537
SP;Ribeirão dos Índios;2.222
SP;Ribeirão Grande;7.686
SP;Ribeirão Pires;125.238
SP;Ribeirão Preto;720.116
SP;Riversul;5.364
SP;Rifaina;3.651
SP;Rincão;10.824
SP;Rinópolis;9.940
SP;Rio Claro;209.548
SP;Rio das Pedras;36.233
SP;Rio Grande da Serra;52.009
SP;Riolândia;12.856
SP;Rosana;15.929
SP;Roseira;10.888
SP;Rubiácea;3.195
SP;Rubinéia;3.191
SP;Sabino;5.638
SP;Sagres;2.427
SP;Sales;6.481
SP;Sales Oliveira;12.103
SP;Salesópolis;17.363
SP;Salmourão;5.372
SP;Saltinho;8.498
SP;Salto;120.779
SP;Salto de Pirapora;46.285
SP;Salto Grande;9.396
SP;Sandovalina;4.405
SP;Santa Adélia;15.639
SP;Santa Albertina;6.036
SP;Santa Bárbara d'Oeste;195.278
SP;Santa Branca;14.925
SP;Santa Clara d'Oeste;2.111
SP;Santa Cruz da Conceição;4.584
SP;Santa Cruz da Esperança;2.166
SP;Santa Cruz das Palmeiras;35.102
SP;Santa Cruz do Rio Pardo;48.207
SP;Santa Ernestina;5.577
SP;Santa Fé do Sul;32.796
SP;Santa Gertrudes;27.850
SP;Santa Isabel;58.529
