UF;Municipio; Populacao 
RO;Alta Floresta D'Oeste;22.516
RO;Ariquemes;111.148
RO;Cabixi;5.067
RO;Cacoal;86.416
RO;Cerejeiras;16.088
RO;Colorado do Oeste;15.213
RO;Corumbiara;7.052
RO;Costa Marques;19.255
RO;Espigão D'Oeste;33.009
RO;Guajará-Mirim;46.930
RO;Jaru;51.469
RO;Ji-Paraná;131.026
RO;Machadinho D'Oeste;41.724
RO;Nova Brasilândia D'Oeste;20.504
RO;Ouro Preto do Oeste;35.445
RO;Pimenta Bueno;37.098
RO;Porto Velho;548.952(1)
RO;Presidente Médici;18.165
RO;Rio Crespo;3.843
RO;Rolim de Moura;55.748
RO;Santa Luzia D'Oeste;5.942
RO;Vilhena;104.517
RO;São Miguel do Guaporé;23.147
RO;Nova Mamoré;32.184
RO;Alvorada D'Oeste;13.807
RO;Alto Alegre dos Parecis;13.268
RO;Alto Paraíso;22.258
RO;Buritis;41.043
RO;Novo Horizonte do Oeste;8.125
RO;Cacaulândia;6.307
RO;Campo Novo de Rondônia;14.391
RO;Candeias do Jamari;28.068
RO;Castanheiras;2.923
RO;Chupinguaia;11.755
RO;Cujubim;27.131
RO;Governador Jorge Teixeira;7.130
RO;Itapuã do Oeste;10.819
RO;Ministro Andreazza;9.461
RO;Mirante da Serra;10.691
RO;Monte Negro;16.158
RO;Nova União;6.822
RO;Parecis;6.319
RO;Pimenteiras do Oeste;2.127
RO;Primavera de Rondônia;2.697
RO;São Felipe D'Oeste;4.962
RO;São Francisco do Guaporé;21.088
RO;Seringueiras;11.846
RO;Teixeirópolis;4.160
RO;Theobroma;10.348
RO;Urupá;11.081
RO;Vale do Anari;11.545
RO;Vale do Paraíso;6.490
AC;Acrelândia;15.721
AC;Assis Brasil;7.649
AC;Brasiléia;27.123
AC;Bujari;10.572
AC;Capixaba;12.280
AC;Cruzeiro do Sul;89.760
AC;Epitaciolândia;18.979
AC;Feijó;34.986
AC;Jordão;8.628
AC;Mâncio Lima;19.643
AC;Manoel Urbano;9.701
AC;Marechal Thaumaturgo;19.727
AC;Plácido de Castro;20.147
AC;Porto Walter;12.497
AC;Rio Branco;419.452
AC;Rodrigues Alves;19.767
AC;Santa Rosa do Purus;6.893
AC;Senador Guiomard;23.446
AC;Sena Madureira;47.168
AC;Tarauacá;43.730
AC;Xapuri;19.866
AC;Porto Acre;19.141
AM;Alvarães;16.396
AM;Amaturá;11.934
AM;Anamã;14.292
AM;Anori;21.937
AM;Apuí;22.739
AM;Atalaia do Norte;20.868
AM;Autazes;41.005
AM;Barcelos;27.772
AM;Barreirinha;32.919
AM;Benjamin Constant;44.873(2)
AM;Beruri;20.503
AM;Boa Vista do Ramos;20.040
AM;Boca do Acre;34.958
AM;Borba;42.328
AM;Caapiranga;13.482(3)
AM;Canutama;15.981
AM;Carauari;28.719
AM;Careiro;38.820
AM;Careiro da Várzea;31.459
AM;Coari;86.713
AM;Codajás;29.691
AM;Eirunepé;36.121
AM;Envira;20.748
AM;Fonte Boa;16.409
AM;Guajará;17.193(4)
AM;Humaitá;57.195
AM;Ipixuna;31.172
AM;Iranduba;49.718
AM;Itacoatiara;104.046
AM;Itamarati;7.777
AM;Itapiranga;9.312
AM;Japurá;1.755
AM;Juruá;15.495
AM;Jutaí;13.462(5)
AM;Lábrea;47.685(6)
AM;Manacapuru;99.613
AM;Manaquiri;33.981(7)
AM;Manaus;2.255.903
AM;Manicoré;57.405
AM;Maraã;18.298
AM;Maués;66.159
AM;Nhamundá;21.710
AM;Nova Olinda do Norte;38.665
AM;Novo Airão;20.395
AM;Novo Aripuanã;26.443
AM;Parintins;116.439(8)
AM;Pauini;19.616
AM;Presidente Figueiredo;38.095
AM;Rio Preto da Eva;34.856
AM;Santa Isabel do Rio Negro;26.566(9)
AM;Santo Antônio do Içá;20.889
AM;São Gabriel da Cachoeira;47.031
AM;São Paulo de Olivença;40.837
AM;São Sebastião do Uatumã;14.678
AM;Silves;9.289
AM;Tabatinga;68.502(10)
AM;Tapauá;16.876
AM;Tefé;59.250
AM;Tonantins;19.038
AM;Uarini;13.839
AM;Urucará;16.007(11)
AM;Urucurituba;24.098(12)
RR;Amajari;13.561
RR;Alto Alegre;15.249
RR;Boa Vista;436.591
RR;Bonfim;12.701
RR;Cantá;19.257
RR;Caracaraí;22.635
RR;Caroebe;10.595
RR;Iracema;12.637
RR;Mucajaí;18.482
RR;Normandia;11.772
RR;Pacaraima;20.108
RR;Rorainópolis;31.387
RR;São João da Baliza;8.492
RR;São Luiz;8.232
RR;Uiramutã;11.014
PA;Abaetetuba;160.439
PA;Abel Figueiredo;7.536
PA;Acará;55.744
PA;Afuá;39.910
PA;Água Azul do Norte;27.797
PA;Alenquer;57.390
PA;Almeirim;34.044
PA;Altamira;117.320
PA;Anajás;30.091
PA;Ananindeua;540.410
PA;Anapu;29.312
PA;Augusto Corrêa;46.937
PA;Aurora do Pará;32.200
PA;Aveiro;16.421
PA;Bagre;31.967
PA;Baião;49.454
PA;Bannach;3.239
PA;Barcarena;129.333
PA;Belém;1.506.420
PA;Belterra;17.944
PA;Benevides;64.780
PA;Bom Jesus do Tocantins;17.254
PA;Bonito;16.769
PA;Bragança;130.122
PA;Brasil Novo;14.883
PA;Brejo Grande do Araguaia;7.357
PA;Breu Branco;68.597
PA;Breves;104.280
PA;Bujaru;29.717
PA;Cachoeira do Piriá;35.307
PA;Cachoeira do Arari;24.355
PA;Cametá;140.814
PA;Canaã dos Carajás;39.103
PA;Capanema;69.828
PA;Capitão Poço;54.545
PA;Castanhal;205.667
PA;Chaves;24.175
PA;Colares;12.175
PA;Conceição do Araguaia;48.115
PA;Concórdia do Pará;34.236
PA;Cumaru do Norte;14.044
PA;Curionópolis;17.764
PA;Curralinho;35.530
PA;Curuá;14.776
PA;Curuçá;41.093
PA;Dom Eliseu;61.206
PA;Eldorado do Carajás;34.069
PA;Faro;6.949
PA;Floresta do Araguaia;20.742
PA;Garrafão do Norte;26.155
PA;Goianésia do Pará;41.678
PA;Gurupá;34.127
PA;Igarapé-Açu;39.234
PA;Igarapé-Miri;63.367
PA;Inhangapi;12.009
PA;Ipixuna do Pará;67.170
PA;Irituia;32.639
PA;Itaituba;101.541
PA;Itupiranga;53.439
PA;Jacareacanga;6.952(13)
PA;Jacundá;60.517
PA;Juruti;59.961
PA;Limoeiro do Ajuru;29.623
PA;Mãe do Rio;30.389
PA;Magalhães Barata;8.598
PA;Marabá;287.664
PA;Maracanã;29.559
PA;Marapanim;28.563
PA;Marituba;135.812
PA;Medicilândia;32.347
PA;Melgaço;28.121
PA;Mocajuba;31.917
PA;Moju;84.251
PA;Mojuí dos Campos;16.282
PA;Monte Alegre;58.289
PA;Muaná;41.454
PA;Nova Esperança do Piriá;21.519
PA;Nova Ipixuna;17.027
PA;Nova Timboteua;15.646
PA;Novo Progresso;25.769
PA;Novo Repartimento;78.488
PA;Óbidos;52.473
PA;Oeiras do Pará;33.182
PA;Oriximiná;74.921
PA;Ourém;18.079
PA;Ourilândia do Norte;33.831
PA;Pacajá;49.110
PA;Palestina do Pará;7.575
PA;Paragominas;115.838
PA;Parauapebas;218.787
PA;Pau D'Arco;5.339
PA;Peixe-Boi;8.084
PA;Piçarra;12.976
PA;Placas;32.325
PA;Ponta de Pedras;32.007
PA;Portel;63.831
PA;Porto de Moz;42.456
PA;Prainha;29.827
PA;Primavera;10.889
PA;Quatipuru;13.794
PA;Redenção;86.326
PA;Rio Maria;18.208
PA;Rondon do Pará;53.242
PA;Rurópolis;52.473
PA;Salinópolis;41.164
PA;Salvaterra;24.392
PA;Santa Bárbara do Pará;21.811
PA;Santa Cruz do Arari;10.496
PA;Santa Izabel do Pará;72.856
PA;Santa Luzia do Pará;19.839
PA;Santa Maria das Barreiras;22.244
PA;Santa Maria do Pará;25.127
PA;Santana do Araguaia;75.995
PA;Santarém;308.339
PA;Santarém Novo;6.796
PA;Santo Antônio do Tauá;32.346
PA;São Caetano de Odivelas;18.207
PA;São Domingos do Araguaia;25.945
PA;São Domingos do Capim;32.285
PA;São Félix do Xingu;135.732
PA;São Francisco do Pará;15.978
PA;São Geraldo do Araguaia;24.566
PA;São João da Ponta;6.294
PA;São João de Pirabas;23.440
PA;São João do Araguaia;14.105
PA;São Miguel do Guamá;60.268
PA;São Sebastião da Boa Vista;27.302
PA;Sapucaia;6.088
PA;Senador José Porfírio;11.305
PA;Soure;25.752
PA;Tailândia;111.554
PA;Terra Alta;11.971
PA;Terra Santa;19.063
PA;Tomé-Açu;64.604
PA;Tracuateua;31.549
PA;Trairão;19.344
PA;Tucumã;40.661
PA;Tucuruí;116.605
PA;Ulianópolis;62.286
PA;Uruará;45.395
PA;Vigia;54.650
PA;Viseu;62.093
PA;Vitória do Xingu;15.421
PA;Xinguara;45.416
AP;Serra do Navio;5.577
AP;Amapá;9.265
AP;Pedra Branca do Amapari;17.625
AP;Calçoene;11.493
AP;Cutias;6.217
AP;Ferreira Gomes;8.151
AP;Itaubal;5.730
AP;Laranjal do Jari;52.302
AP;Macapá;522.357
AP;Mazagão;22.468
AP;Oiapoque;28.534
AP;Porto Grande;22.927
AP;Pracuúba;5.370
AP;Santana;124.808
AP;Tartarugalzinho;18.217
AP;Vitória do Jari;16.572
TO;Abreulândia;2.609
TO;Aguiarnópolis;7.049
TO;Aliança do Tocantins;5.303
TO;Almas;6.905
TO;Alvorada;8.381
TO;Ananás;9.435
TO;Angico;3.475
TO;Aparecida do Rio Negro;4.901
TO;Aragominas;5.705
TO;Araguacema;7.223
TO;Araguaçu;8.418
TO;Araguaína;186.245
TO;Araguanã;5.856
TO;Araguatins;36.573
TO;Arapoema;6.590
TO;Arraias;10.502
TO;Augustinópolis;18.870
TO;Aurora do Tocantins;3.809
TO;Axixá do Tocantins;9.817
TO;Babaçulândia;10.668
TO;Bandeirantes do Tocantins;3.631
TO;Barra do Ouro;4.673
TO;Barrolândia;5.669
TO;Bernardo Sayão;4.439
TO;Bom Jesus do Tocantins;5.120
TO;Brasilândia do Tocantins;2.221
TO;Brejinho de Nazaré;5.540
TO;Buriti do Tocantins;11.644
TO;Cachoeirinha;2.293
TO;Campos Lindos;10.505
TO;Cariri do Tocantins;4.499
TO;Carmolândia;2.627
TO;Carrasco Bonito;4.165
TO;Caseara;5.514
TO;Centenário;2.966
TO;Chapada de Areia;1.415
TO;Chapada da Natividade;3.330
TO;Colinas do Tocantins;36.271
TO;Combinado;4.870
TO;Conceição do Tocantins;4.070
TO;Couto Magalhães;5.690
TO;Cristalândia;7.268
TO;Crixás do Tocantins;1.749
TO;Darcinópolis;6.250
TO;Dianópolis;22.704
TO;Divinópolis do Tocantins;6.986
TO;Dois Irmãos do Tocantins;7.173
TO;Dueré;4.686
TO;Esperantina;11.280
TO;Fátima;3.824
TO;Figueirópolis;5.222
TO;Filadélfia;8.892
TO;Formoso do Araguaia;18.358
TO;Tabocão;2.615
TO;Goianorte;5.136
TO;Goiatins;13.169
TO;Guaraí;26.403
TO;Gurupi;88.428
TO;Ipueiras;2.088
TO;Itacajá;7.471
TO;Itaguatins;5.801
TO;Itapiratins;3.814
TO;Itaporã do Tocantins;2.412
TO;Jaú do Tocantins;3.906
TO;Juarina;2.174
TO;Lagoa da Confusão;13.989
TO;Lagoa do Tocantins;4.470
TO;Lajeado;3.199
TO;Lavandeira;1.984
TO;Lizarda;3.727
TO;Luzinópolis;3.200
TO;Marianópolis do Tocantins;5.332
TO;Mateiros;2.773
TO;Maurilândia do Tocantins;3.470
TO;Miracema do Tocantins;17.628
TO;Miranorte;13.551
TO;Monte do Carmo;8.182
TO;Monte Santo do Tocantins;2.311
TO;Palmeiras do Tocantins;6.830
TO;Muricilândia;3.623
TO;Natividade;9.256
TO;Nazaré;3.772
TO;Nova Olinda;12.014
TO;Nova Rosalândia;4.348
TO;Novo Acordo;4.450
TO;Novo Alegre;2.332
TO;Novo Jardim;2.768
TO;Oliveira de Fátima;1.124
TO;Palmeirante;6.234
TO;Palmeirópolis;7.694
TO;Paraíso do Tocantins;52.521
TO;Paranã;10.426
TO;Pau D'Arco;4.885
TO;Pedro Afonso;13.964
TO;Peixe;11.996
TO;Pequizeiro;5.546
TO;Colméia;8.078
TO;Pindorama do Tocantins;4.414
TO;Piraquê;3.038
TO;Pium;7.830
TO;Ponte Alta do Bom Jesus;4.586
TO;Ponte Alta do Tocantins;8.192
TO;Porto Alegre do Tocantins;3.200
TO;Porto Nacional;53.618
TO;Praia Norte;8.563
TO;Presidente Kennedy;3.668
TO;Pugmil;2.746
TO;Recursolândia;4.389
TO;Riachinho;4.723
TO;Rio da Conceição;2.211
TO;Rio dos Bois;2.879
TO;Rio Sono;6.498
TO;Sampaio;4.876
TO;Sandolândia;3.371
TO;Santa Fé do Araguaia;7.678
TO;Santa Maria do Tocantins;3.537
TO;Santa Rita do Tocantins;2.407
TO;Santa Rosa do Tocantins;4.864
TO;Santa Tereza do Tocantins;2.928
TO;Santa Terezinha do Tocantins;2.530
TO;São Bento do Tocantins;5.457
TO;São Félix do Tocantins;1.610
TO;São Miguel do Tocantins;12.445
TO;São Salvador do Tocantins;3.106
TO;São Sebastião do Tocantins;4.898
TO;São Valério;3.848
TO;Silvanópolis;5.452
TO;Sítio Novo do Tocantins;8.965
TO;Sucupira;2.007
TO;Taguatinga;16.966
TO;Taipas do Tocantins;2.183
TO;Talismã;2.831
TO;Palmas;313.349
TO;Tocantínia;7.688
TO;Tocantinópolis;22.820
TO;Tupirama;1.952
TO;Tupiratins;2.785
TO;Wanderlândia;11.783
TO;Xambioá;11.500
MA;Açailândia;113.783
MA;Afonso Cunha;6.631
MA;Água Doce do Maranhão;12.731
MA;Alcântara;22.126
MA;Aldeias Altas;26.979
MA;Altamira do Maranhão;8.250
MA;Alto Alegre do Maranhão;28.066
MA;Alto Alegre do Pindaré;31.967
MA;Alto Parnaíba;11.233
MA;Amapá do Maranhão;7.047
MA;Amarante do Maranhão;42.017
MA;Anajatuba;27.170
MA;Anapurus;16.054
MA;Apicum-Açu;17.582
MA;Araguanã;15.675
MA;Araioses;47.095
MA;Arame;32.825
MA;Arari;30.014
MA;Axixá;12.234
MA;Bacabal;105.094
MA;Bacabeira;17.446
MA;Bacuri;18.726
MA;Bacurituba;5.696
MA;Balsas;96.951
MA;Barão de Grajaú;19.026
MA;Barra do Corda;88.895
MA;Barreirinhas;63.891
MA;Belágua;7.586
MA;Bela Vista do Maranhão;11.347
MA;Benedito Leite;5.643
MA;Bequimão;21.317
MA;Bernardo do Mearim;6.102
MA;Boa Vista do Gurupi;8.494
MA;Bom Jardim;42.010
MA;Bom Jesus das Selvas;35.095
MA;Bom Lugar;16.578
MA;Brejo;36.900
MA;Brejo de Areia;8.841
MA;Buriti;28.916
MA;Buriti Bravo;23.993
MA;Buriticupu;73.595
MA;Buritirana;15.503
MA;Cachoeira Grande;9.524
MA;Cajapió;11.255
MA;Cajari;19.521
MA;Campestre do Maranhão;14.530
MA;Cândido Mendes;20.376
MA;Cantanhede;22.236
MA;Capinzal do Norte;10.937
MA;Carolina;24.151
MA;Carutapera;24.095
MA;Caxias;166.159
MA;Cedral;10.711
MA;Central do Maranhão;8.806
MA;Centro do Guilherme;13.876
MA;Centro Novo do Maranhão;22.056
MA;Chapadinha;80.705
MA;Cidelândia;14.855
MA;Codó;123.368
MA;Coelho Neto;49.804
MA;Colinas;41.443
MA;Conceição do Lago-Açu;16.559
MA;Coroatá;65.788
MA;Cururupu;32.559
MA;Davinópolis;12.923
MA;Dom Pedro;23.393
MA;Duque Bacelar;11.451
MA;Esperantinópolis;16.971
MA;Estreito;43.097
MA;Feira Nova do Maranhão;8.506
MA;Fernando Falcão;10.559
MA;Formosa da Serra Negra;19.425
MA;Fortaleza dos Nogueiras;12.662
MA;Fortuna;17.812
MA;Godofredo Viana;12.104
MA;Gonçalves Dias;17.953
MA;Governador Archer;10.931
MA;Governador Edison Lobão;18.740
MA;Governador Eugênio Barros;14.703
MA;Governador Luiz Rocha;7.878
MA;Governador Newton Bello;10.121
MA;Governador Nunes Freire;25.502
MA;Graça Aranha;6.261
MA;Grajaú;70.692
MA;Guimarães;11.966
MA;Humberto de Campos;29.143
MA;Icatu;27.423
MA;Igarapé do Meio;14.470
MA;Igarapé Grande;11.453
MA;Imperatriz;259.980
MA;Itaipava do Grajaú;16.158
MA;Itapecuru Mirim;69.233
MA;Itinga do Maranhão;26.134
MA;Jatobá;10.464
MA;Jenipapo dos Vieiras;17.123
MA;João Lisboa;23.677
MA;Joselândia;16.228
MA;Junco do Maranhão;4.334
MA;Lago da Pedra;50.959
MA;Lago do Junco;10.900
MA;Lago Verde;16.369
MA;Lagoa do Mato;11.280
MA;Lago dos Rodrigues;8.841
MA;Lagoa Grande do Maranhão;11.534
MA;Lajeado Novo;7.653
MA;Lima Campos;11.943
MA;Loreto;12.271
MA;Luís Domingues;7.016
MA;Magalhães de Almeida;20.228
MA;Maracaçumé;21.773
MA;Marajá do Sena;7.757
MA;Maranhãozinho;16.754
MA;Mata Roma;17.122
MA;Matinha;23.591
MA;Matões;34.099
MA;Matões do Norte;17.316
MA;Milagres do Maranhão;8.502
MA;Mirador;21.045
MA;Miranda do Norte;29.121
MA;Mirinzal;15.059
MA;Monção;33.888
MA;Montes Altos;9.064
MA;Morros;19.708
MA;Nina Rodrigues;14.826
MA;Nova Colinas;5.469
MA;Nova Iorque;4.682
MA;Nova Olinda do Maranhão;21.228
MA;Olho d'Água das Cunhãs;19.616
MA;Olinda Nova do Maranhão;14.968
MA;Paço do Lumiar;125.265(14)
MA;Palmeirândia;19.840
MA;Paraibano;21.571
MA;Parnarama;35.108
MA;Passagem Franca;19.253
MA;Pastos Bons;19.693
MA;Paulino Neves;16.295
MA;Paulo Ramos;21.092
MA;Pedreiras;39.153
MA;Pedro do Rosário;25.560
MA;Penalva;38.987
MA;Peri Mirim;14.371
MA;Peritoró;23.530
MA;Pindaré-Mirim;33.186
MA;Pinheiro;84.160
MA;Pio XII;21.274
MA;Pirapemas;18.814
MA;Poção de Pedras;17.321
MA;Porto Franco;24.294
MA;Porto Rico do Maranhão;5.936
MA;Presidente Dutra;48.264
MA;Presidente Juscelino;12.939
MA;Presidente Médici;7.124
MA;Presidente Sarney;19.217
MA;Presidente Vargas;11.328
MA;Primeira Cruz;15.545
MA;Raposa;31.586
MA;Riachão;20.288
MA;Ribamar Fiquene;7.859
MA;Rosário;43.243
MA;Sambaíba;5.686
MA;Santa Filomena do Maranhão;7.878
MA;Santa Helena;42.829
MA;Santa Inês;89.927
MA;Santa Luzia;73.105
MA;Santa Luzia do Paruá;25.487
MA;Santa Quitéria do Maranhão;25.884
MA;Santa Rita;38.732
MA;Santana do Maranhão;13.704
MA;Santo Amaro do Maranhão;16.219
MA;Santo Antônio dos Lopes;14.516
MA;São Benedito do Rio Preto;18.769
MA;São Bento;45.989
MA;São Bernardo;28.825
MA;São Domingos do Azeitão;7.448
MA;São Domingos do Maranhão;34.391
MA;São Félix de Balsas;4.540
MA;São Francisco do Brejão;12.082
MA;São Francisco do Maranhão;12.226
MA;São João Batista;20.736
MA;São João do Carú;15.768
MA;São João do Paraíso;11.207
MA;São João do Soter;18.746
MA;São João dos Patos;26.063
MA;São José de Ribamar;180.345
MA;São José dos Basílios;7.639
MA;São Luís;1.115.932
MA;São Luís Gonzaga do Maranhão;18.600
MA;São Mateus do Maranhão;41.750
MA;São Pedro da Água Branca;12.779
MA;São Pedro dos Crentes;4.700
MA;São Raimundo das Mangabeiras;19.090
MA;São Raimundo do Doca Bezerra;5.028
MA;São Roberto;6.856
MA;São Vicente Ferrer;22.452
MA;Satubinha;14.274
MA;Senador Alexandre Costa;11.285
MA;Senador La Rocque;13.981
MA;Serrano do Maranhão;10.343
MA;Sítio Novo;18.237
MA;Sucupira do Norte;10.631
MA;Sucupira do Riachão;5.692
MA;Tasso Fragoso;8.642
MA;Timbiras;29.241
MA;Timon;171.317
MA;Trizidela do Vale;22.223
MA;Tufilândia;5.868
MA;Tuntum;42.242
MA;Turiaçu;35.811
MA;Turilândia;26.112
MA;Tutóia;59.927
MA;Urbano Santos;33.791
MA;Vargem Grande;57.813
MA;Viana;52.852
MA;Vila Nova dos Martírios;13.800
MA;Vitória do Mearim;32.956
MA;Vitorino Freire;31.520
MA;Zé Doca;52.190
PI;Acauã;7.119
PI;Agricolândia;5.123
PI;Água Branca;17.525
PI;Alagoinha do Piauí;7.678
PI;Alegrete do Piauí;4.921
PI;Alto Longá;14.371
PI;Altos;40.681
PI;Alvorada do Gurguéia;5.469
PI;Amarante;17.609
PI;Angical do Piauí;6.779
PI;Anísio de Abreu;9.994
PI;Antônio Almeida;3.175
PI;Aroazes;5.819
PI;Aroeiras do Itaim;2.551
PI;Arraial;4.713
PI;Assunção do Piauí;7.879
PI;Avelino Lopes;11.361
PI;Baixa Grande do Ribeiro;11.751
PI;Barra D'Alcântara;3.953
PI;Barras;47.298
PI;Barreiras do Piauí;3.356
PI;Barro Duro;7.022
PI;Batalha;26.951
PI;Bela Vista do Piauí;4.044
PI;Belém do Piauí;3.607
PI;Beneditinos;10.479
PI;Bertolínia;5.512
PI;Betânia do Piauí;6.214
PI;Boa Hora;6.848
PI;Bocaina;4.509
PI;Bom Jesus;25.584
PI;Bom Princípio do Piauí;5.670
PI;Bonfim do Piauí;5.700
PI;Boqueirão do Piauí;6.443
PI;Brasileira;8.364
PI;Brejo do Piauí;3.824
PI;Buriti dos Lopes;19.832
PI;Buriti dos Montes;8.282
PI;Cabeceiras do Piauí;10.671
PI;Cajazeiras do Piauí;3.586
PI;Cajueiro da Praia;7.704
PI;Caldeirão Grande do Piauí;5.786
PI;Campinas do Piauí;5.628
PI;Campo Alegre do Fidalgo;5.093
PI;Campo Grande do Piauí;5.987
PI;Campo Largo do Piauí;7.342
PI;Campo Maior;46.950
PI;Canavieira;3.938
PI;Canto do Buriti;21.326
PI;Capitão de Campos;11.471
PI;Capitão Gervásio Oliveira;4.127
PI;Caracol;11.009
PI;Caraúbas do Piauí;5.910
PI;Caridade do Piauí;5.102
PI;Castelo do Piauí;19.716
PI;Caxingó;5.477
PI;Cocal;27.901
PI;Cocal de Telha;4.908
PI;Cocal dos Alves;6.180
PI;Coivaras;4.044
PI;Colônia do Gurguéia;6.545
PI;Colônia do Piauí;7.665
PI;Conceição do Canindé;4.811
PI;Coronel José Dias;4.688
PI;Corrente;26.771
PI;Cristalândia do Piauí;8.350
PI;Cristino Castro;10.464
PI;Curimatá;11.461
PI;Currais;4.982
PI;Curralinhos;4.475
PI;Curral Novo do Piauí;5.390
PI;Demerval Lobão;13.862
PI;Dirceu Arcoverde;7.046
PI;Dom Expedito Lopes;6.940
PI;Domingos Mourão;4.352
PI;Dom Inocêncio;9.574
PI;Elesbão Veloso;14.550
PI;Eliseu Martins;4.943
PI;Esperantina;39.953
PI;Fartura do Piauí;5.330
PI;Flores do Piauí;4.461
PI;Floresta do Piauí;2.561
PI;Floriano;60.111
PI;Francinópolis;5.345
PI;Francisco Ayres;4.300
PI;Francisco Macedo;3.216
PI;Francisco Santos;9.423
PI;Fronteiras;11.690
PI;Geminiano;5.477
PI;Gilbués;10.698
PI;Guadalupe;10.496
PI;Guaribas;4.573
PI;Hugo Napoleão;3.880
PI;Ilha Grande;9.487
PI;Inhuma;15.330
PI;Ipiranga do Piauí;9.863
PI;Isaías Coelho;8.582
PI;Itainópolis;11.571
PI;Itaueira;11.037
PI;Jacobina do Piauí;5.718
PI;Jaicós;19.233
PI;Jardim do Mulato;4.522
PI;Jatobá do Piauí;4.885
PI;Jerumenha;4.443
PI;João Costa;3.003
PI;Joaquim Pires;14.396
PI;Joca Marques;5.488
PI;José de Freitas;39.457
PI;Juazeiro do Piauí;5.491
PI;Júlio Borges;5.653
PI;Jurema;4.790
PI;Lagoinha do Piauí;2.870
PI;Lagoa Alegre;8.610
PI;Lagoa do Barro do Piauí;4.658
PI;Lagoa de São Francisco;6.795
PI;Lagoa do Piauí;4.086
PI;Lagoa do Sítio;5.219
PI;Landri Sales;5.272
PI;Luís Correia;30.558
PI;Luzilândia;25.521
PI;Madeiro;8.372
PI;Manoel Emídio;5.352
PI;Marcolândia;8.590
PI;Marcos Parente;4.546
PI;Massapê do Piauí;6.456
PI;Matias Olímpio;10.979
PI;Miguel Alves;33.901
PI;Miguel Leão;1.239
PI;Milton Brandão;6.603
PI;Monsenhor Gil;10.563
PI;Monsenhor Hipólito;7.785
PI;Monte Alegre do Piauí;10.618
PI;Morro Cabeça no Tempo;4.527
PI;Morro do Chapéu do Piauí;6.825
PI;Murici dos Portelas;9.258
PI;Nazaré do Piauí;7.307
PI;Nazária;8.632
PI;Nossa Senhora de Nazaré;4.911
PI;Nossa Senhora dos Remédios;8.751
PI;Novo Oriente do Piauí;6.548
PI;Novo Santo Antônio;3.014
PI;Oeiras;37.138
PI;Olho D'Água do Piauí;2.477
PI;Padre Marcos;6.879
PI;Paes Landim;4.124
PI;Pajeú do Piauí;3.416
PI;Palmeira do Piauí;5.029
PI;Palmeirais;14.633
PI;Paquetá;3.931
PI;Parnaguá;10.846
PI;Parnaíba;153.863
PI;Passagem Franca do Piauí;4.331
PI;Patos do Piauí;6.420
PI;Pau D'Arco do Piauí;4.084
PI;Paulistana;20.583
PI;Pavussu;3.662
PI;Pedro II;38.812
PI;Pedro Laurentino;2.551
PI;Nova Santa Rita;4.392
PI;Picos;78.627
PI;Pimenteiras;12.150
PI;Pio IX;18.492
PI;Piracuruca;28.952
PI;Piripiri;63.829
PI;Porto;12.646
PI;Porto Alegre do Piauí;2.728
PI;Prata do Piauí;3.149
PI;Queimada Nova;9.041
PI;Redenção do Gurguéia;8.814
PI;Regeneração;17.979
PI;Riacho Frio;4.306
PI;Ribeira do Piauí;4.499
PI;Ribeiro Gonçalves;7.408
PI;Rio Grande do Piauí;6.434
PI;Santa Cruz do Piauí;6.254
PI;Santa Cruz dos Milagres;4.046
PI;Santa Filomena;6.256
PI;Santa Luz;5.903
PI;Santana do Piauí;4.650
PI;Santa Rosa do Piauí;5.254
PI;Santo Antônio de Lisboa;6.466
PI;Santo Antônio dos Milagres;2.172
PI;Santo Inácio do Piauí;3.809
PI;São Braz do Piauí;4.454
PI;São Félix do Piauí;2.923
PI;São Francisco de Assis do Piauí;5.801
PI;São Francisco do Piauí;6.417
PI;São Gonçalo do Gurguéia;3.071
PI;São Gonçalo do Piauí;5.044
PI;São João da Canabrava;4.619
PI;São João da Fronteira;6.084
PI;São João da Serra;6.106
PI;São João da Varjota;4.856
PI;São João do Arraial;8.085
PI;São João do Piauí;20.720
PI;São José do Divino;5.361
PI;São José do Peixe;3.737
PI;São José do Piauí;6.696
PI;São Julião;6.379
PI;São Lourenço do Piauí;4.581
PI;São Luis do Piauí;2.648
PI;São Miguel da Baixa Grande;2.456
PI;São Miguel do Fidalgo;3.037
PI;São Miguel do Tapuio;17.617
PI;São Pedro do Piauí;14.356
PI;São Raimundo Nonato;35.035
PI;Sebastião Barros;3.434
PI;Sebastião Leal;4.311
PI;Sigefredo Pacheco;10.074
PI;Simões;14.664
PI;Simplício Mendes;12.778
PI;Socorro do Piauí;4.557
PI;Sussuapara;6.801
PI;Tamboril do Piauí;2.939
PI;Tanque do Piauí;2.781
PI;Teresina;871.126
PI;União;44.649
PI;Uruçuí;21.746
PI;Valença do Piauí;20.940
PI;Várzea Branca;4.930
PI;Várzea Grande;4.382
PI;Vera Mendes;3.082
PI;Vila Nova do Piauí;2.935
PI;Wall Ferraz;4.479
CE;Abaiara;11.965
CE;Acarape;15.140
CE;Acaraú;63.556
CE;Acopiara;54.687
CE;Aiuaba;17.584
CE;Alcântaras;11.846
CE;Altaneira;7.712
CE;Alto Santo;16.077
CE;Amontada;44.195
CE;Antonina do Norte;7.402
